有價證券代號及名稱,國際證券辨識號碼(ISIN Code),發行日,到期日,利率值,市場別,產業別,CFICode,備註
轉換公司債
F03315　P22UBSLN2,XS2419245050,2022/01/27,2032/01/27,2.600000,上櫃,,DBFUGR,
F03316　P22UBSLN3,XS2429042810,2022/02/18,2032/02/18,浮動利率,上櫃,,DBVUGR,
F03317　P22UBSLN4,XS2428987452,2022/03/02,2037/03/02,0.000000,上櫃,,DBZUGB,
F03318　P22UBSLN5,XS2428985241,2022/03/03,2032/03/03,3.110000,上櫃,,DBFUGR,
F03319　P22UBSLN6,XS2438509759,2022/03/24,2032/03/24,3.200000,上櫃,,DBFUFB,
F03320　P22UBSLN7,XS2438465523,2022/03/28,2032/03/28,3.500000,上櫃,,DBFUGB,
F03321　P22UBSLN8,XS2455461223,2022/05/11,2026/05/11,4.350000,上櫃,,DBFUGB,
F03322　P22UBSLN9,XS2472416127,2022/06/08,2032/06/08,5.500000,上櫃,,DBFUGB,
F03323　P22UBSLN10,XS2488879318,2022/07/25,2027/07/25,浮動利率,上櫃,,DBVUGR,
F03402　P15SCBHK1,XS1167123774,2015/01/28,2045/01/28,0.000000,上櫃,,DBZUGB,
F03502　P15UBSLN1,XS1158588233,2015/01/09,2045/01/09,0.000000,上櫃,,DBZUGR,
F03503　P15UBSLN2,XS1213637553,2015/04/24,2045/04/24,0.000000,上櫃,,DBZUGR,
F03504　P15UBSLN3,XS1228295025,2015/05/12,2045/05/12,0.000000,上櫃,,DBZUGR,
F03505　P15UBSLN4,XS1230983311,2015/05/19,2045/05/19,0.000000,上櫃,,DBZUGR,
F03507　P16UBSLN1,XS1372834926,2016/03/09,2046/03/09,0.000000,上櫃,,DBZUGR,
F03508　P16UBSLN2,XS1399218871,2016/04/27,2046/04/27,0.000000,上櫃,,DBZUGR,
F03509　P16UBSLN3,XS1446556059,2016/07/27,2046/07/27,0.000000,上櫃,,DBZUGR,
F03510　P17UBSLN1,XS1555703427,2017/02/15,2047/02/15,0.000000,上櫃,,DBZUGR,
F03511　P17UBSLN2,XS1646451341,2017/07/26,2047/07/26,0.000000,上櫃,,DBZUGR,
F03512　P17UBSLN3,XS1694652584,2017/10/24,2047/10/24,0.000000,上櫃,,DBZUGR,
F03513　P17UBSLN4,XS1720950895,2017/12/05,2047/12/05,0.000000,上櫃,,DBZUGR,
F03514　P18UBSLN1,XS1766892183,2018/02/12,2048/02/12,0.000000,上櫃,,DBZUGR,
F03515　P18UBSLN2,XS1791439174,2018/03/23,2048/03/23,0.000000,上櫃,,DBZUGR,
F03516　P18UBSLN3,XS1815019523,2018/05/15,2048/05/15,0.000000,上櫃,,DBZUGR,
F03518　P20UBSLN1,XS2025046983,2020/04/28,2050/04/28,0.000000,上櫃,,DBZUGR,
F03519　P21UBSLN1,XS2025071742,2021/05/27,2036/05/27,0.000000,上櫃,,DBZUGR,
F03520　P22UBSLN1,XS2024989654,2022/02/09,2052/02/09,0.000000,上櫃,,DBZUGR,
F03521　P24UBSLN1,XS2522427595,2024/04/15,2034/04/15,5.600000,上櫃,,DBFUGR,
F03522　P24UBSLN2,XS2522375349,2024/06/20,2034/06/20,5.750000,上櫃,,DBFUGR,
F03602　P16VZ1,XS1487787522,2016/09/22,2046/09/22,4.200000,上櫃,,DBFUGR,
F03604　P17VZ2,XS1661056686,2017/08/15,2050/09/15,5.150000,上櫃,,DBFUGR,
F03605　P18VZ1,XS1819827640,2018/05/18,2053/05/02,5.320000,上櫃,,DBFUGR,
F03606　P19VZ1,XS1956016403,2019/03/11,2051/03/07,5.000000,上櫃,,DBFUGR,
F03607　P20VZ1,XS2116430997,2020/02/24,2060/02/24,3.600000,上櫃,,DBFUGR,
F03608　P20VZ2,XS2237315549,2020/09/29,2060/09/29,3.000000,上櫃,,DBFUGR,
F03609　P22VZ1,XS2449912976,2022/03/04,2055/03/04,4.100000,上櫃,,DBFUGR,
F03801　P14UOB1,XS1112833899,2014/09/26,2044/09/26,0.000000,上櫃,,DBZUGR,
F03802　P15UOB1,XS1235158893,2015/06/02,2045/06/02,0.000000,上櫃,,DBZUGB,
F03803　P15UOB2,XS1246659228,2015/07/06,2045/07/06,0.000000,上櫃,,DBZUGB,
F03804　P16UOB1,XS1471996519,2016/08/25,2046/08/25,0.000000,上櫃,,DBZUGB,
F03805　P16UOB2,XS1520641017,2016/11/29,2046/11/29,0.000000,上櫃,,DBZUGB,
F03806　P17UOB1,XS1698325526,2017/10/26,2047/10/26,0.000000,上櫃,,DBZUGB,
F03807　P17UOB2,XS1719434851,2017/11/29,2047/11/29,0.000000,上櫃,,DBZUGB,
F03808　P21UOB1,XS2172510799,2021/02/05,2051/02/05,0.000000,上櫃,,DBZUGB,
F03901　P14DBS1,XS1108298768,2014/09/30,2044/09/30,0.000000,上櫃,,DBZUGR,
F03902　P15DBS1,XS1277379910,2015/11/13,2045/11/13,0.000000,上櫃,,DBZUGR,
F03905　P16DBS2,XS1389998235,2016/05/06,2046/05/06,0.000000,上櫃,,DBZUGR,
F03906　P16DBS3,XS1389998151,2016/05/06,2046/05/06,0.000000,上櫃,,DBZUGR,
F03911　P18DBS1,XS1748320139,2018/02/02,2048/02/02,0.000000,上櫃,,DBZUGR,
F03912　P18DBS2,XS1754862677,2018/02/12,2048/02/12,0.000000,上櫃,,DBZUGR,
F03913　P18DBS3,XS1786251790,2018/04/03,2048/04/03,0.000000,上櫃,,DBZUGB,
F03914　P18DBS4,XS1815204935,2018/06/01,2048/06/01,0.000000,上櫃,,DBZUGB,
F03915　P19DBS1,XS1936723706,2019/02/22,2049/02/22,0.000000,上櫃,,DBZUGR,
F03916　P19DBS2,XS1936666806,2019/03/11,2049/03/11,0.000000,上櫃,,DBZUGR,
F03917　P21DBS1,XS2254829265,2021/01/27,2061/01/27,0.000000,上櫃,,DBZUGR,
F03918　P22DBS1,XS2309278807,2022/01/27,2057/01/27,0.000000,上櫃,,DBZUGR,
F03919　P22DBS2,XS2309282155,2022/02/22,2062/02/22,0.000000,上櫃,,DBZUGR,
F04001　P14JPMC1,XS1052850861,2014/10/03,2044/10/03,0.000000,上櫃,,DBZUGR,
F04002　P14JPMC2,XS1052850788,2014/10/03,2034/10/03,4.100000,上櫃,,DBFUGR,
F04007　P15JPMC5,XS1163263293,2015/08/31,2045/08/31,0.000000,上櫃,,DBZUGR,
F04012　P16JPMC5,XS1446692821,2016/08/03,2046/08/03,0.000000,上櫃,,DBZUGR,
F04015　P17JPMC2,XS1451190570,2017/06/21,2047/06/21,0.000000,上櫃,,DBZUGR,
F04016　P17JPMC3,XS1451187782,2017/09/05,2047/09/05,0.000000,上櫃,,DBZUGR,
F04017　P17JPMC4,XS1451173212,2017/11/03,2047/11/03,0.000000,上櫃,,DBZUGR,
F04018　P18JPMC1,XS1451146242,2018/02/06,2048/02/06,0.000000,上櫃,,DBZUGR,
F04019　P18JPMC2,XS1451138579,2018/03/14,2048/03/14,0.000000,上櫃,,DBZUGR,
F04020　P18JPMC3,XS1451122730,2018/06/20,2048/06/20,0.000000,上櫃,,DBZUGR,
F04021　P19JPMC1,XS1451033473,2019/06/24,2059/06/24,0.000000,上櫃,,DBZUGR,
F04022　P19JPMC2,XS1451014416,2019/08/14,2059/08/14,0.000000,上櫃,,DBZUGR,
F04023　P19JPMC3,XS1450982548,2019/11/07,2054/11/07,0.000000,上櫃,,DBZUGR,
F04024　P19JPMC4,XS1450978355,2019/11/27,2059/11/27,0.000000,上櫃,,DBZUGR,
F04025　P20JPMC1,XS1450952715,2020/02/12,2060/02/12,0.000000,上櫃,,DBZUGR,
F04026　P20JPMC2,XS1450940629,2020/02/27,2060/02/27,0.000000,上櫃,,DBZUGR,
F04027　P20JPMC3,XS1450934143,2020/03/13,2060/03/13,0.000000,上櫃,,DBZUGR,
F04028　P20JPMC4,XS1450917304,2020/05/13,2060/05/13,0.000000,上櫃,,DBZUGR,
F04029　P20JPMC5,XS1450910390,2020/05/21,2054/05/21,0.000000,上櫃,,DBZUGR,
F04030　P20JPMC6,XS1450921165,2020/06/03,2060/06/03,0.000000,上櫃,,DBZUGR,
F04031　P20JPMC7,XS1450907339,2020/06/12,2055/06/12,0.000000,上櫃,,DBZUGR,
F04032　P20JPMC8,XS1450901050,2020/08/12,2060/08/12,0.000000,上櫃,,DBZUGR,
F04033　P21JPMC1,XS1450861593,2021/02/08,2061/02/08,0.000000,上櫃,,DBZUGR,
F04034　P21JPMC2,XS1450844821,2021/03/03,2055/03/03,0.000000,上櫃,,DBZUGR,
F04035　P21JPMC3,XS1450843187,2021/03/23,2061/03/23,0.000000,上櫃,,DBZUGR,
F04036　P21JPMC4,XS1450848228,2021/03/24,2061/03/24,0.000000,上櫃,,DBZUGR,
F04037　P21JPMC5,XS1450846289,2021/05/07,2061/05/07,0.000000,上櫃,,DBZUGR,
F04038　P21JPMC6,XS1450838427,2021/05/14,2036/05/14,浮動利率,上櫃,,DBVUGR,
F04039　P21JPMC7,XS1450828030,2021/06/16,2061/06/16,0.000000,上櫃,,DBZUGR,
F04040　P21JPMC8,XS1450830283,2021/06/18,2055/06/18,0.000000,上櫃,,DBZUGR,
F04041　P21JPMC9,XS1450822181,2021/08/04,2055/08/04,0.000000,上櫃,,DBZUGR,
F04042　P21JPMC10,XS1450817694,2021/08/31,2061/08/31,0.000000,上櫃,,DBZUGR,
F04043　P21JPMC11,XS1450793812,2021/11/12,2061/11/12,0.000000,上櫃,,DBZUGR,
F04044　P22JPMC1,XS1450779233,2022/02/14,2057/02/14,0.000000,上櫃,,DBZUGR,
F04046　P22JPMC3,XS1450767907,2022/03/17,2037/03/17,浮動利率,上櫃,,DBVUFR,
F04047　P22JPMC4,XS1450778185,2022/03/18,2056/03/18,0.000000,上櫃,,DBZUGR,
F04048　P22JPMC5,XS1450769606,2022/05/05,2052/05/05,0.000000,上櫃,,DBZUGR,
F04049　P22JPMC6,XS1450726465,2022/08/09,2042/08/09,0.000000,上櫃,,DBZUGR,
F04050　P23JPMC1,XS1449814307,2023/05/10,2048/05/10,0.000000,上櫃,,DBZUGR,
F04101　P14LLOY1,XS1111687767,2014/10/03,2044/10/03,0.000000,上櫃,,DBZUGR,
F04102　P14LLOY2,XS1120552077,2014/10/21,2044/10/15,0.000000,上櫃,,DBZUGR,
F04103　P15LLOY1,XS1169188627,2015/01/23,2045/01/23,0.000000,上櫃,,DBZUGR,
F04104　P15LLOY2,XS1246880352,2015/06/30,2045/06/30,0.000000,上櫃,,DBZUGB,
F04105　P15LLOY3,XS1287779034,2015/09/18,2045/09/18,0.000000,上櫃,,DBZUGB,
F04106　P16LLOY1,XS1350943400,2016/02/03,2046/02/03,0.000000,上櫃,,DBZUGB,
F04107　P16LLOY2,XS1422940442,2016/06/13,2046/06/13,0.000000,上櫃,,DBZUGB,
F04108　P17LLOY1,XS1549578554,2017/01/24,2047/01/24,0.000000,上櫃,,DBZUGB,
F04201　14CUB1,TW000F042015,2014/10/08,無到期日,5.100000,上櫃,,DBFUQR,
F04202　14CUB2,TW000F042023,2014/10/08,2029/10/08,4.000000,上櫃,,DBFUFR,
F04203　P15CUB1,TW000F042031,2015/03/30,2045/03/30,0.000000,上櫃,,DBZUDR,
F04204　P17CUB1,TW000F042049,2017/04/11,2047/04/11,0.000000,上櫃,,DBZUGR,
F04205　P17CUB2,TW000F042056,2017/11/24,2047/11/24,0.000000,上櫃,,DBZUGR,
F04302　P14NIF2A,XS1144954416,2014/12/15,2044/12/15,0.000000,上櫃,,DBZUGR,
F04303　P14NIF2B,XS1144954093,2014/12/15,2044/12/15,0.000000,上櫃,,DBZUGR,
F04310　P16NIF3,XS1522916714,2016/11/25,2046/11/25,0.000000,上櫃,,DBZUGB,
F04312　P17NIF1,XS1608395973,2017/05/19,2047/05/19,0.000000,上櫃,,DBZGGB,
F04313　P17NIF2,XS1633048993,2017/06/30,2047/06/30,0.000000,上櫃,,DBZGGB,
F04314　P17NIF3,XS1678463198,2017/09/20,2047/09/20,0.000000,上櫃,,DBZGGB,
F04315　P17NIF4,XS1726149658,2017/12/08,2047/12/08,0.000000,上櫃,,DBZGGB,
F04316　P18NIF1,XS1824407958,2018/06/06,2048/06/06,0.000000,上櫃,,DBZGGR,
F04317　P19NIF1,XS1940852657,2019/02/15,2049/02/15,0.000000,上櫃,,DBZGGB,
F04318　P20NIF1,XS2095304064,2020/01/08,2050/01/08,0.000000,上櫃,,DBZGGB,
F04319　P20NIF2,XS2138374942,2020/04/07,2050/04/07,0.000000,上櫃,,DBZGGB,
F04322　P21NIF2,XS2217339915,2021/01/28,2031/01/28,2.000000,上櫃,,DBFUGB,
F04323　P21NIF3,XS2218185986,2021/11/17,2031/11/17,3.100000,上櫃,,DBFUGB,
F04401　P14ATT1,XS1130524066,2014/11/10,2044/11/10,4.700000,上櫃,,DBFUGR,
F04404　P19ATT1,XS2091666748,2019/12/12,2050/03/01,4.250000,上櫃,,DBFUGR,
F04405　P20ATT1,XS2121367192,2020/02/27,2049/06/01,4.000000,上櫃,,DBFUGR,
F04406　P20ATT2,XS2191305544,2020/06/24,2050/09/01,3.750000,上櫃,,DBFUGR,
F04601　P14MEGA1,TW000F046016,2014/11/19,2034/11/19,0.000000,上櫃,,DBZUGR,
F04602　P14MEGA2,TW000F046024,2014/11/19,2034/11/19,0.000000,上櫃,,DBZUGR,
F04603　P14MEGA3,TW000F046032,2014/11/19,2034/11/19,0.000000,上櫃,,DBZUGR,
F04604　P14MEGA4,TW000F046040,2014/11/19,2044/11/19,0.000000,上櫃,,DBZUGR,
F04605　P14MEGA5,TW000F046057,2014/11/19,2044/11/19,0.000000,上櫃,,DBZUGR,
F04606　P18MEGA1,TW000F046065,2018/03/01,2048/03/01,0.000000,上櫃,,DBZUGR,
F04607　P18MEGA2,TW000F046073,2018/05/17,2048/05/17,0.000000,上櫃,,DBZUGR,
F04608　P18MEGA3,TW000F046081,2018/11/28,2048/11/28,0.000000,上櫃,,DBZUGR,
F04610　S22MEGA2,TW000F046107,2022/07/05,2027/07/05,浮動利率,上櫃,,DBVUGR,
F04611　S24MEGA1,TW000F046115,2024/01/30,2029/01/30,浮動利率,上櫃,,DBVUGR,
F04701　P14RBI1,XS1135442363,2014/11/19,2044/11/19,0.000000,上櫃,,DBZUGB,
F05001　14FCB1A,TW000F050018,2014/11/26,2034/11/26,0.000000,上櫃,,DBZUGR,
F05002　14FCB1B,TW000F050026,2014/11/26,2034/11/26,0.000000,上櫃,,DBZUGR,
F05008　S22FCB2,TW000F050083,2022/08/22,2027/08/22,浮動利率,上櫃,,DBVUGR,
F05101　P14BOT1A,TW000F051016,2014/11/26,2034/11/26,0.000000,上櫃,,DBZUGR,
F05102　P14BOT1B,TW000F051024,2014/11/26,2044/11/26,0.000000,上櫃,,DBZUGR,
F05104　P17BOT1A,TW000F051040,2017/04/07,2047/04/07,0.000000,上櫃,,DBZUGR,
F05105　P17BOT1B,TW000F051057,2017/04/07,2047/04/07,0.000000,上櫃,,DBZUGR,
F05107　P18BOT1B,TW000F051073,2018/02/26,2048/02/26,0.000000,上櫃,,DBZUGR,
F05201　P14MBB1,XS1138509226,2014/11/28,2044/11/28,0.000000,上櫃,,DBZUGR,
F05206　P17MBB1,XS1645864056,2017/07/26,2047/07/26,0.000000,上櫃,,DBZUGR,
F05207　P17MBB2,XS1694272243,2017/10/19,2047/10/19,0.000000,上櫃,,DBZUGR,
F05208　P18MBB1,XS1792103712,2018/03/29,2048/03/29,0.000000,上櫃,,DBZUGR,
F05212　P20MBB1,XS2104429522,2020/02/07,2060/02/07,0.000000,上櫃,,DBZUGR,
F05213　P20MBB2,XS2189569390,2020/06/30,2060/06/30,0.000000,上櫃,,DBZUGR,
F05214　P20MBB3,XS2210177221,2020/08/11,2060/08/11,0.000000,上櫃,,DBZUGR,
F05215　P20MBB4,XS2269470196,2020/12/21,2060/12/21,0.000000,上櫃,,DBZUGR,
F05216　P21MBB1,XS2289146909,2021/02/03,2061/02/03,0.000000,上櫃,,DBZUGR,
F05217　P21MBB2,XS2328464701,2021/04/19,2061/04/19,0.000000,上櫃,,DBZUGR,
