有價證券代號及名稱,國際證券辨識號碼(ISIN Code),發行日,到期日,利率值,市場別,產業別,CFICode,備註
轉換公司債
B618DW　P13台積2B,TW000B618DW4,2024/05/17,2034/05/17,2.100000,上櫃,,DBFUFR,
B618DX　P14台積1A,TW000B618DX2,2025/03/28,2030/03/28,1.900000,上櫃,,DBFUFR,
B618DY　P14台積1B,TW000B618DY0,2025/03/28,2035/03/28,2.050000,上櫃,,DBFUFR,
B618DZ　P14台積2A,TW000B618DZ7,2025/06/02,2030/06/02,1.920000,上櫃,,DBFUFR,
B618E1　P14台積2B,TW000B618E12,2025/06/02,2035/06/02,2.050000,上櫃,,DBFUFR,
B618E2　P14台積3A,TW000B618E20,2025/07/09,2030/07/09,1.920000,上櫃,,DBFUFR,
B618E3　P14台積3B,TW000B618E38,2025/07/09,2035/07/09,2.050000,上櫃,,DBFUFR,
B618E4　P14台積4A,TW000B618E46,2025/09/18,2030/09/18,1.660000,上櫃,,DBFUFR,
B618E5　P14台積4B,TW000B618E53,2025/09/18,2035/09/18,1.730000,上櫃,,DBFUFR,
B618E6　P14台積5A,TW000B618E61,2025/11/20,2030/11/20,1.500000,上櫃,,DBFUFR,
B618E7　P14台積5B,TW000B618E79,2025/11/20,2032/11/20,1.530000,上櫃,,DBFUFR,
B618E8　P14台積5C,TW000B618E87,2025/11/20,2035/11/20,1.580000,上櫃,,DBFUFR,
B618E9　P15台積1A,TW000B618E95,2026/03/31,2031/03/31,1.720000,上櫃,,DBFUFR,
B618EA　P15台積1B,TW000B618EA8,2026/03/31,2036/03/31,1.780000,上櫃,,DBFUFR,
B62942　P11佳世達1,TW000B629427,2022/06/28,2027/06/28,1.800000,上櫃,,DBFSFR,
B63111　P11欣興1,TW000B631118,2022/01/12,2027/01/12,0.790000,上櫃,,DBFUFR,
B63112　P14欣興1,TW000B631126,2025/04/23,2030/04/23,2.100000,上櫃,,DBFUFR,
B63528　P10宏碁2,TW000B635283,2021/08/26,2026/08/26,0.620000,上櫃,,DBFUFR,
B63529　P13宏碁1A,TW000B635291,2024/06/12,2027/06/12,1.990000,上櫃,,DBFUFR,
B63530　P13宏碁1B,TW000B635309,2024/06/12,2029/06/12,2.050000,上櫃,,DBFUFR,
B638BE　P10聯電1B,TW000B638BE4,2021/04/22,2028/04/22,0.630000,上櫃,,DBFUFR,
B638BF　P10聯電1C,TW000B638BF1,2021/04/22,2031/04/22,0.680000,上櫃,,DBFUFR,
B638BG　P10聯電2,TW000B638BG9,2021/12/17,2026/12/17,0.630000,上櫃,,DBFUFR,
B638BH　P12聯電1,TW000B638BH7,2023/09/15,2028/09/15,1.620000,上櫃,,DBFUFR,
B638BJ　P14聯電1A,TW000B638BJ3,2025/06/27,2030/06/27,1.940000,上櫃,,DBFUFR,
B638BK　P14聯電1B,TW000B638BK1,2025/06/27,2030/06/27,1.990000,上櫃,,DBFUFR,
B638BL　P14聯電2,TW000B638BL9,2025/08/22,2028/08/22,1.800000,上櫃,,DBFUFR,
B638BM　P14聯電3,TW000B638BM7,2025/10/31,2028/10/31,1.700000,上櫃,,DBFUFR,
B638BN　P14聯電4A,TW000B638BN5,2025/12/05,2028/12/05,1.550000,上櫃,,DBFUFR,
B638BP　P14聯電4B,TW000B638BP0,2025/12/05,2030/12/05,1.600000,上櫃,,DBFUFR,
B64012　P11光罩1A,TW000B640127,2022/09/28,2027/09/28,1.800000,上櫃,,DBFSFR,
B64013　P11光罩1B,TW000B640135,2022/09/28,2027/09/28,1.800000,上櫃,,DBFSFR,
B64014　P11光罩2A,TW000B640143,2022/12/27,2027/12/27,2.200000,上櫃,,DBFSFR,
B64016　P12光罩1,TW000B640168,2023/08/28,2028/08/28,1.620000,上櫃,,DBFSFR,
B64017　P12光罩2,TW000B640176,2023/12/12,2028/12/12,1.800000,上櫃,,DBFSFR,
B64018　P13光罩1,TW000B640184,2024/08/01,2029/08/01,2.200000,上櫃,,DBFSFR,
B64472　P03鴻海4E,TW000B644723,2014/10/08,2026/10/08,2.150000,上櫃,,DBFUFR,
B64495　P04鴻海4H,TW000B644954,2015/09/29,2027/09/29,2.000000,上櫃,,DBFUFR,
B644A3　P04鴻海5H,TW000B644A30,2015/11/30,2027/11/30,1.950000,上櫃,,DBFUFR,
B644AA　P05鴻海1G,TW000B644AA2,2016/06/07,2026/06/07,1.200000,上櫃,,DBFUFR,
B644AQ　P06鴻海1E,TW000B644AQ8,2017/05/17,2027/05/17,1.530000,上櫃,,DBFUFR,
B644AX　P06鴻海2G,TW000B644AX4,2017/08/08,2027/08/08,1.520000,上櫃,,DBFUFR,
B644B1　P06鴻海3D,TW000B644B13,2017/11/16,2027/11/16,1.400000,上櫃,,DBFUFR,
B644B6　P07鴻海1E,TW000B644B62,2018/05/09,2028/05/09,1.350000,上櫃,,DBFUFR,
B644BC　P07鴻海2F,TW000B644BC6,2018/07/27,2028/07/27,1.300000,上櫃,,DBFUFR,
B644BG　P08鴻海1D,TW000B644BG7,2019/10/22,2026/10/22,0.900000,上櫃,,DBFUFR,
B644BH　P08鴻海1E,TW000B644BH5,2019/10/22,2029/10/22,1.100000,上櫃,,DBFUFR,
B644BL　P09鴻海1C,TW000B644BL7,2020/01/09,2027/01/09,0.920000,上櫃,,DBFUFR,
B644BM　P09鴻海1D,TW000B644BM5,2020/01/09,2030/01/09,1.120000,上櫃,,DBFUFR,
B644BP　P09鴻海2B,TW000B644BP8,2020/05/14,2027/05/14,0.900000,上櫃,,DBFUFR,
B644BQ　P09鴻海2C,TW000B644BQ6,2020/05/14,2030/05/14,1.000000,上櫃,,DBFUFR,
B644BS　P09鴻海3B,TW000B644BS2,2020/09/09,2027/09/09,0.790000,上櫃,,DBFUFR,
B644BT　P09鴻海3C,TW000B644BT0,2020/09/09,2030/09/09,0.900000,上櫃,,DBFUFR,
B644BU　P09鴻海3D,TW000B644BU8,2020/09/09,2032/09/09,1.000000,上櫃,,DBFUFR,
B644BW　P09鴻海4B,TW000B644BW4,2020/12/28,2027/12/28,0.630000,上櫃,,DBFUFR,
B644BX　P09鴻海4C,TW000B644BX2,2020/12/28,2030/12/28,0.680000,上櫃,,DBFUFR,
B644BY　P09鴻海4D,TW000B644BY0,2020/12/28,2035/12/28,0.900000,上櫃,,DBFUFR,
B644C1　P10鴻海1B,TW000B644C12,2021/05/14,2026/05/14,0.540000,上櫃,,DBFUFR,
B644C2　P10鴻海1C,TW000B644C20,2021/05/14,2028/05/14,0.630000,上櫃,,DBFUFR,
B644C3　P10鴻海1D,TW000B644C38,2021/05/14,2031/05/14,0.730000,上櫃,,DBFUFR,
B644C4　P10鴻海1E,TW000B644C46,2021/05/14,2036/05/14,0.950000,上櫃,,DBFUFR,
B644C5　P10鴻海2A,TW000B644C53,2021/09/30,2026/09/30,0.510000,上櫃,,DBFUFR,
B644C6　P10鴻海2B,TW000B644C61,2021/09/30,2028/09/30,0.620000,上櫃,,DBFUFR,
B644C7　P10鴻海2C,TW000B644C79,2021/09/30,2031/09/30,0.700000,上櫃,,DBFUFR,
B644C8　P10鴻海2D,TW000B644C87,2021/09/30,2036/09/30,0.840000,上櫃,,DBFUFR,
B644CA　P10鴻海3B,TW000B644CA8,2021/12/08,2026/12/08,0.630000,上櫃,,DBFUFR,
B644CB　P10鴻海3C,TW000B644CB6,2021/12/08,2028/12/08,0.720000,上櫃,,DBFUFR,
B644CC　P10鴻海3D,TW000B644CC4,2021/12/08,2031/12/08,0.820000,上櫃,,DBFUFR,
B644CE　P11鴻海1B,TW000B644CE0,2022/05/06,2027/05/06,1.150000,上櫃,,DBFUFR,
B644CF　P11鴻海1C,TW000B644CF7,2022/05/06,2029/05/06,1.200000,上櫃,,DBFUFR,
B644CH　P11鴻海2B,TW000B644CH3,2022/08/18,2027/08/18,1.670000,上櫃,,DBFUFR,
B644CJ　P11鴻海2C,TW000B644CJ9,2022/08/18,2029/08/18,1.700000,上櫃,,DBFUFR,
B644CK　P11鴻海2D,TW000B644CK7,2022/08/18,2032/08/18,1.850000,上櫃,,DBFUFR,
B644CM　P11鴻海3B,TW000B644CM3,2022/10/21,2027/10/21,1.750000,上櫃,,DBFUFR,
B644CN　P11鴻海3C,TW000B644CN1,2022/10/21,2029/10/21,1.800000,上櫃,,DBFUFR,
B644CP　P11鴻海3D,TW000B644CP6,2022/10/21,2032/10/21,1.950000,上櫃,,DBFUFR,
B644CR　P12鴻海1B,TW000B644CR2,2023/04/20,2028/04/20,1.620000,上櫃,,DBFUFR,
B644CS　P12鴻海1C,TW000B644CS0,2023/04/20,2030/04/20,1.680000,上櫃,,DBFUFR,
B644CT　P12鴻海1D,TW000B644CT8,2023/04/20,2033/04/20,1.850000,上櫃,,DBFUFR,
B644CU　P12鴻海2A,TW000B644CU6,2023/07/05,2026/07/05,1.520000,上櫃,,DBFUFR,
B644CV　P12鴻海2B,TW000B644CV4,2023/07/05,2028/07/05,1.620000,上櫃,,DBFUFR,
B644CW　P12鴻海2C,TW000B644CW2,2023/07/05,2030/07/05,1.680000,上櫃,,DBFUFR,
B644CX　P12鴻海2D,TW000B644CX0,2023/07/05,2033/07/05,1.830000,上櫃,,DBFUFR,
B644CY　P12鴻海3A,TW000B644CY8,2023/09/14,2026/09/14,1.530000,上櫃,,DBFUFR,
B644CZ　P12鴻海3B,TW000B644CZ5,2023/09/14,2028/09/14,1.650000,上櫃,,DBFUFR,
B644D1　P12鴻海3C,TW000B644D11,2023/09/14,2030/09/14,1.700000,上櫃,,DBFUFR,
B644D2　P12鴻海3D,TW000B644D29,2023/09/14,2033/09/14,1.810000,上櫃,,DBFUFR,
B644D3　P12鴻海4A,TW000B644D37,2023/11/22,2028/11/22,1.720000,上櫃,,DBFUFR,
B644D4　P12鴻海4B,TW000B644D45,2023/11/22,2030/11/22,1.740000,上櫃,,DBFUFR,
B644D5　P13鴻海1A,TW000B644D52,2024/01/11,2027/01/11,1.680000,上櫃,,DBFUFR,
B644D6　P13鴻海1B,TW000B644D60,2024/01/11,2029/01/11,1.800000,上櫃,,DBFUFR,
B644D7　P13鴻海1C,TW000B644D78,2024/01/11,2034/01/11,1.900000,上櫃,,DBFUFR,
B644D8　P13鴻海2A,TW000B644D86,2024/04/25,2027/04/25,1.700000,上櫃,,DBFUFR,
B644D9　P13鴻海2B,TW000B644D94,2024/04/25,2029/04/25,1.800000,上櫃,,DBFUFR,
B644DA　P13鴻海2C,TW000B644DA6,2024/04/25,2031/04/25,1.840000,上櫃,,DBFUFR,
B644DB　P13鴻海2D,TW000B644DB4,2024/04/25,2034/04/25,1.900000,上櫃,,DBFUFR,
B644DC　P13鴻海3A,TW000B644DC2,2024/10/16,2029/10/16,1.960000,上櫃,,DBFUFR,
B644DD　P13鴻海3B,TW000B644DD0,2024/10/16,2031/10/16,2.000000,上櫃,,DBFUFR,
B644DE　P13鴻海3C,TW000B644DE8,2024/10/16,2034/10/16,2.050000,上櫃,,DBFUFR,
B644DF　P14鴻海1A,TW000B644DF5,2025/01/14,2030/01/14,1.980000,上櫃,,DBFUFR,
B644DG　P14鴻海1B,TW000B644DG3,2025/01/14,2032/01/14,2.000000,上櫃,,DBFUFR,
B644DH　P14鴻海1C,TW000B644DH1,2025/01/14,2035/01/14,2.050000,上櫃,,DBFUFR,
B644DJ　P14鴻海2A,TW000B644DJ7,2025/05/09,2028/05/09,1.950000,上櫃,,DBFUFR,
B644DK　P14鴻海2B,TW000B644DK5,2025/05/09,2030/05/09,2.000000,上櫃,,DBFUFR,
B644DL　P14鴻海2C,TW000B644DL3,2025/05/09,2035/05/09,2.150000,上櫃,,DBFUFR,
B644DM　P14鴻海3A,TW000B644DM1,2025/08/18,2028/08/18,1.850000,上櫃,,DBFUFR,
B644DN　P14鴻海3B,TW000B644DN9,2025/08/18,2030/08/18,1.880000,上櫃,,DBFUFR,
B644DP　P14鴻海3C,TW000B644DP4,2025/08/18,2032/08/18,1.930000,上櫃,,DBFUFR,
B644DQ　P14鴻海3D,TW000B644DQ2,2025/08/18,2035/08/18,1.990000,上櫃,,DBFUFR,
B644DR　P14鴻海4A,TW000B644DR0,2025/11/05,2030/11/05,1.670000,上櫃,,DBFUFR,
B644DS　P14鴻海4B,TW000B644DS8,2025/11/05,2032/11/05,1.730000,上櫃,,DBFUFR,
B644DT　P14鴻海4C,TW000B644DT6,2025/11/05,2035/11/05,1.770000,上櫃,,DBFUFR,
B644DU　P15鴻海1A,TW000B644DU4,2026/01/14,2029/01/14,1.650000,上櫃,,DBFUFR,
B644DV　P15鴻海1B,TW000B644DV2,2026/01/14,2031/01/14,1.680000,上櫃,,DBFUFR,
B644DW　P15鴻海1C,TW000B644DW0,2026/01/14,2033/01/14,1.720000,上櫃,,DBFUFR,
B644DX　P15鴻海1D,TW000B644DX8,2026/01/14,2036/01/14,1.750000,上櫃,,DBFUFR,
B64613　P10國巨2B,TW000B646132,2021/09/03,2026/09/03,0.600000,上櫃,,DBFUFR,
B64614　P11國巨1,TW000B646140,2022/01/12,2027/01/12,0.730000,上櫃,,DBFUFR,
B64615　P15國巨1A,TW000B646157,2026/01/07,2029/01/07,1.750000,上櫃,,DBFUFR,
B64616　P15國巨1B,TW000B646165,2026/01/07,2031/01/07,1.800000,上櫃,,DBFUFR,
B66605　P10精金1A,TW000B666056,2021/07/05,2026/07/05,0.510000,上櫃,,DBFSFR,
B66606　P10精金1B,TW000B666064,2021/07/05,2026/07/05,0.510000,上櫃,,DBFSFR,
B66607　P10精金1C,TW000B666072,2021/07/05,2026/07/05,0.510000,上櫃,,DBFSFR,
B66608　P10精金2,TW000B666080,2021/11/26,2026/11/26,0.570000,上櫃,,DBFSFR,
B67008　P15東元1,TW000B670082,2026/01/12,2031/01/12,1.800000,上櫃,,DBFUFR,
B67405　P12大亞1,TW000B674050,2023/04/26,2030/04/26,1.680000,上櫃,,DBFSFR,
B67406　P13大亞1,TW000B674068,2024/05/08,2031/05/08,1.750000,上櫃,,DBFSFR,
B67407　P15大亞1,TW000B674076,2026/04/20,2031/04/20,1.890000,上櫃,,DBFSFR,
B68125　P13南科1,TW000B681253,2024/04/11,2029/04/11,1.750000,上櫃,,DBFUFR,
B69003　P15佳穎1,TW000B690031,2026/04/22,2031/04/22,1.980000,上櫃,,DBFSFR,
B69108　P08和碩1B,TW000B691088,2019/06/13,2026/06/13,0.950000,上櫃,,DBFUFR,
B69111　P10和碩1B,TW000B691112,2021/01/08,2028/01/08,0.580000,上櫃,,DBFUFR,
B69112　P10和碩2A,TW000B691120,2021/12/02,2026/12/02,0.560000,上櫃,,DBFUFR,
B69113　P10和碩2B,TW000B691138,2021/12/02,2028/12/02,0.650000,上櫃,,DBFUFR,
B69203　P11新美齊1,TW000B692037,2022/09/01,2027/09/01,1.950000,上櫃,,DBFSFR,
B69205　P13新美齊1,TW000B692052,2024/10/28,2029/10/28,2.060000,上櫃,,DBFSFR,
B69206　P14新美齊1,TW000B692060,2025/12/23,2030/12/23,1.960000,上櫃,,DBFSGR,
B69503　P14九豪1,TW000B695030,2025/12/10,2028/12/10,1.950000,上櫃,,DBFSFR,
B69802　P10緯穎1,TW000B698026,2021/08/06,2026/08/06,0.630000,上櫃,,DBFUFR,
B69901　P10環球晶1,TW000B699016,2021/05/11,2026/05/11,0.620000,上櫃,,DBFUFR,
B69903　P10環球晶3,TW000B699032,2021/08/19,2026/08/19,0.600000,上櫃,,DBFUFR,
B69904　P13環球晶1,TW000B699040,2024/03/19,2029/03/19,1.700000,上櫃,,DBFUFR,
B69905　P13環球晶2,TW000B699057,2024/03/19,2031/03/19,1.750000,上櫃,,DBFUFR,
B69906　P14環球晶1,TW000B699065,2025/05/28,2028/05/28,2.010000,上櫃,,DBFUFR,
B69907　P14環球晶2,TW000B699073,2025/05/28,2030/05/28,2.080000,上櫃,,DBFUFR,
B69908　P14環球晶3,TW000B699081,2025/05/28,2035/05/28,2.180000,上櫃,,DBFUFR,
B69909　P14環球晶4,TW000B699099,2025/09/24,2028/09/24,1.860000,上櫃,,DBFUFR,
B69910　P14環球晶5,TW000B699107,2025/09/24,2030/09/24,1.920000,上櫃,,DBFUFR,
B69911　P14環球晶6,TW000B699115,2025/09/24,2032/09/24,1.980000,上櫃,,DBFUFR,
B69912　P14環球晶7,TW000B699123,2025/09/24,2035/09/24,2.020000,上櫃,,DBFUFR,
B6A101　P10伍豐1,TW000B6A1014,2021/06/15,2026/06/15,0.620000,上櫃,,DBFSFR,
B6A201　P11皇龍1,TW000B6A2012,2022/01/11,2027/01/11,0.700000,上櫃,,DBFSFR,
B6A301　P11台達電1,TW000B6A3010,2022/04/07,2027/04/07,0.850000,上櫃,,DBFUFR,
B6A302　P11台達電2,TW000B6A3028,2022/04/07,2029/04/07,0.900000,上櫃,,DBFUFR,
B6A306　P12台達電3,TW000B6A3069,2023/04/27,2028/04/27,1.530000,上櫃,,DBFUFR,
B6A307　P12台達電4,TW000B6A3077,2023/06/05,2026/06/05,1.490000,上櫃,,DBFUFR,
B6A308　P14台達電1,TW000B6A3085,2025/08/22,2027/08/22,1.750000,上櫃,,DBFUFR,
B6A309　P14台達電2,TW000B6A3093,2025/08/22,2028/08/22,1.820000,上櫃,,DBFUFR,
B702AJ　P03台化2B,TW000B702AJ9,2014/07/04,2029/07/04,2.030000,上櫃,,DBFUFR,
B702AL　P08台化1B,TW000B702AL5,2019/05/13,2026/05/13,0.830000,上櫃,,DBFUFR,
B702AM　P08台化1C,TW000B702AM3,2019/05/13,2029/05/13,0.930000,上櫃,,DBFUFR,
B702AP　P09台化1B,TW000B702AP6,2020/09/03,2027/09/03,0.600000,上櫃,,DBFUFR,
B702AQ　P09台化1C,TW000B702AQ4,2020/09/03,2030/09/03,0.670000,上櫃,,DBFUFR,
B702AR　P10台化1A,TW000B702AR2,2021/05/10,2026/05/10,0.480000,上櫃,,DBFUFR,
B702AS　P10台化1B,TW000B702AS0,2021/05/10,2028/05/10,0.560000,上櫃,,DBFUFR,
B702AT　P14台化1,TW000B702AT8,2025/07/02,2030/07/02,2.080000,上櫃,,DBFUFR,
B702AU　P14台化2A,TW000B702AU6,2025/10/16,2030/10/16,1.900000,上櫃,,DBFUFR,
B702AV　P14台化2B,TW000B702AV4,2025/10/16,2035/10/16,2.030000,上櫃,,DBFUFR,
B712FT　P03塑化1C,TW000B712FT6,2014/09/12,2026/09/12,1.990000,上櫃,,DBFUFR,
B712FV　P08塑化1B,TW000B712FV2,2019/07/24,2026/07/24,0.780000,上櫃,,DBFUFR,
B712FW　P08塑化1C,TW000B712FW0,2019/07/24,2029/07/24,0.870000,上櫃,,DBFUFR,
B712FY　P09塑化1B,TW000B712FY6,2020/08/06,2027/08/06,0.640000,上櫃,,DBFUFR,
B712FZ　P09塑化1C,TW000B712FZ3,2020/08/06,2030/08/06,0.680000,上櫃,,DBFUFR,
B71310　P10長春1,TW000B713106,2021/07/12,2026/07/12,0.550000,上櫃,,DBFUFR,
B71892　P08中油1B,TW000B718923,2019/09/11,2026/09/11,0.730000,上櫃,,DBFUFR,
B71893　P08中油1C,TW000B718931,2019/09/11,2029/09/11,0.790000,上櫃,,DBFUFR,
B71895　P09中油1B,TW000B718956,2020/06/02,2027/06/02,0.580000,上櫃,,DBFUFR,
B71896　P09中油1C,TW000B718964,2020/06/03,2030/06/03,0.610000,上櫃,,DBFUFR,
B71897　P09中油1D,TW000B718972,2020/06/03,2035/06/03,0.720000,上櫃,,DBFUFR,
B71898　P10中油1A,TW000B718980,2021/06/18,2026/06/18,0.420000,上櫃,,DBFUFR,
B71899　P10中油1B,TW000B718998,2021/06/17,2028/06/17,0.450000,上櫃,,DBFUFR,
B718A0　P10中油1C,TW000B718A07,2021/06/16,2031/06/16,0.520000,上櫃,,DBFUFR,
B718A1　P11中油1A,TW000B718A15,2022/05/18,2027/05/18,1.400000,上櫃,,DBFUFR,
B718A2　P11中油1B,TW000B718A23,2022/05/19,2029/05/19,1.450000,上櫃,,DBFUFR,
B718A3　P11中油1C,TW000B718A31,2022/05/19,2032/05/19,1.450000,上櫃,,DBFUFR,
B718A4　P11中油2A,TW000B718A49,2022/08/04,2027/08/04,1.650000,上櫃,,DBFUFR,
B718A5　P11中油2B,TW000B718A56,2022/08/05,2029/08/05,1.750000,上櫃,,DBFUFR,
B718A6　P11中油2C,TW000B718A64,2022/08/05,2032/08/05,1.950000,上櫃,,DBFUFR,
B718A7　P11中油3A,TW000B718A72,2022/10/21,2027/10/21,1.550000,上櫃,,DBFUFR,
B718A8　P11中油3B,TW000B718A80,2022/10/21,2029/10/21,1.600000,上櫃,,DBFUFR,
B718A9　P12中油1A,TW000B718A98,2023/05/16,2028/05/16,1.530000,上櫃,,DBFUFR,
B718AA　P12中油1B,TW000B718AA4,2023/05/15,2030/05/15,1.600000,上櫃,,DBFUFR,
B718AB　P12中油1C,TW000B718AB2,2023/05/15,2033/05/15,1.780000,上櫃,,DBFUFR,
B718AC　P12中油2A,TW000B718AC0,2023/07/25,2028/07/25,1.530000,上櫃,,DBFUFR,
B718AD　P12中油2B,TW000B718AD8,2023/07/26,2030/07/26,1.600000,上櫃,,DBFUFR,
B718AE　P12中油2C,TW000B718AE6,2023/07/26,2033/07/26,1.740000,上櫃,,DBFUFR,
B718AF　P12中油3A,TW000B718AF3,2023/10/13,2028/10/13,1.530000,上櫃,,DBFUFR,
B718AG　P12中油3B,TW000B718AG1,2023/10/13,2030/10/13,1.590000,上櫃,,DBFUFR,
B718AH　P12中油3C,TW000B718AH9,2023/10/13,2033/10/13,1.680000,上櫃,,DBFUFR,
B718AJ　P13中油1A,TW000B718AJ5,2024/01/11,2029/01/11,1.660000,上櫃,,DBFUFR,
B718AK　P13中油1B,TW000B718AK3,2024/01/11,2031/01/11,1.700000,上櫃,,DBFUFR,
B718AL　P13中油1C,TW000B718AL1,2024/01/12,2034/01/12,1.780000,上櫃,,DBFUFR,
B718AM　P13中油2A,TW000B718AM9,2024/05/14,2029/05/14,1.730000,上櫃,,DBFUFR,
B718AN　P13中油2B,TW000B718AN7,2024/05/14,2031/05/14,1.760000,上櫃,,DBFUFR,
B718AP　P13中油2C,TW000B718AP2,2024/05/14,2034/05/14,1.840000,上櫃,,DBFUFR,
B718AQ　P13中油3A,TW000B718AQ0,2024/06/21,2029/06/21,1.940000,上櫃,,DBFUFR,
B718AR　P13中油3B,TW000B718AR8,2024/06/20,2031/06/20,1.970000,上櫃,,DBFUFR,
B718AS　P13中油3C,TW000B718AS6,2024/06/20,2034/06/20,2.050000,上櫃,,DBFUFR,
B718AT　P13中油4A,TW000B718AT4,2024/08/07,2029/08/07,1.950000,上櫃,,DBFUFR,
B718AU　P13中油4B,TW000B718AU2,2024/08/07,2031/08/07,1.950000,上櫃,,DBFUFR,
B718AV　P13中油4C,TW000B718AV0,2024/08/07,2034/08/07,2.030000,上櫃,,DBFUFR,
B718AW　P13中油5A,TW000B718AW8,2024/09/18,2029/09/18,1.920000,上櫃,,DBFUFR,
B718AX　P13中油5B,TW000B718AX6,2024/09/19,2031/09/19,1.950000,上櫃,,DBFUFR,
B718AY　P13中油5C,TW000B718AY4,2024/09/19,2034/09/19,2.010000,上櫃,,DBFUFR,
B718AZ　P13中油6A,TW000B718AZ1,2024/10/24,2029/10/24,1.900000,上櫃,,DBFUFR,
B718B1　P13中油6B,TW000B718B14,2024/10/25,2031/10/25,1.920000,上櫃,,DBFUFR,
B718B2　P13中油6C,TW000B718B22,2024/10/25,2034/10/25,1.950000,上櫃,,DBFUFR,
B718B3　P13中油7A,TW000B718B30,2024/12/19,2029/12/19,1.920000,上櫃,,DBFUFR,
B718B4　P13中油7B,TW000B718B48,2024/12/20,2031/12/20,1.920000,上櫃,,DBFUFR,
B718B5　P13中油7C,TW000B718B55,2024/12/20,2034/12/20,1.920000,上櫃,,DBFUFR,
B718B6　P14中油1A,TW000B718B63,2025/05/22,2030/05/22,1.900000,上櫃,,DBFUFR,
B718B7　P14中油1B,TW000B718B71,2025/05/23,2032/05/23,1.960000,上櫃,,DBFUFR,
B718B8　P14中油1C,TW000B718B89,2025/05/23,2035/05/23,2.000000,上櫃,,DBFUFR,
B718B9　P14中油2A,TW000B718B97,2025/07/07,2030/07/07,1.910000,上櫃,,DBFUFR,
B718BA　P14中油2B,TW000B718BA2,2025/07/08,2032/07/08,1.950000,上櫃,,DBFUFR,
B718BB　P14中油2C,TW000B718BB0,2025/07/08,2035/07/08,2.000000,上櫃,,DBFUFR,
B718BC　P14中油3A,TW000B718BC8,2025/08/13,2030/08/13,1.820000,上櫃,,DBFUFR,
B718BD　P14中油3B,TW000B718BD6,2025/08/14,2032/08/14,1.850000,上櫃,,DBFUFR,
B718BE　P14中油3C,TW000B718BE4,2025/08/14,2035/08/14,1.910000,上櫃,,DBFUFR,
B718BF　P14中油4A,TW000B718BF1,2025/09/23,2030/09/23,1.700000,上櫃,,DBFUFR,
B718BG　P14中油4B,TW000B718BG9,2025/09/24,2032/09/24,1.740000,上櫃,,DBFUFR,
B718BH　P14中油4C,TW000B718BH7,2025/09/24,2035/09/24,1.740000,上櫃,,DBFUFR,
B718BJ　P15中油1A,TW000B718BJ3,2026/01/14,2031/01/14,1.600000,上櫃,,DBFUFR,
B718BK　P15中油1B,TW000B718BK1,2026/01/14,2033/01/14,1.600000,上櫃,,DBFUFR,
B718BL　P15中油1C,TW000B718BL9,2026/01/14,2036/01/14,1.630000,上櫃,,DBFUFR,
B718BM　P15中油2A,TW000B718BM7,2026/05/11,2031/05/11,1.760000,上櫃,,DBFUFR,
B718BN　P15中油2B,TW000B718BN5,2026/05/11,2033/05/11,1.760000,上櫃,,DBFUFR,
B718BP　P15中油2C,TW000B718BP0,2026/05/11,2036/05/11,1.810000,上櫃,,DBFUFR,
B72007　P10長興1,TW000B720077,2021/08/27,2026/08/27,0.580000,上櫃,,DBFGFR,
B72102　P10南僑1A,TW000B721026,2021/08/11,2026/08/11,0.470000,上櫃,,DBFSFR,
B72103　P10南僑1B,TW000B721034,2021/08/11,2028/08/11,0.530000,上櫃,,DBFSFR,
B801AE　02中鋼1C,TW000B801AE0,2013/07/12,2028/07/12,1.880000,上櫃,,DBFUFR,
B801AH　P03中鋼1C,TW000B801AH3,2014/01/23,2029/01/23,2.150000,上櫃,,DBFUFR,
B801AK　P07中鋼2,TW000B801AK7,2018/08/08,2028/08/08,1.100000,上櫃,,DBFUFR,
B801AM　P07中鋼3B,TW000B801AM3,2018/10/09,2028/10/09,1.050000,上櫃,,DBFUFR,
B801AP　P09中鋼1B,TW000B801AP6,2020/12/28,2027/12/28,0.430000,上櫃,,DBFUFR,
B801AQ　P12中鋼1A,TW000B801AQ4,2023/07/05,2026/07/05,1.500000,上櫃,,DBFUFR,
B801AR　P12中鋼1B,TW000B801AR2,2023/07/05,2028/07/05,1.570000,上櫃,,DBFUFR,
B801AS　P13中鋼1,TW000B801AS0,2024/05/28,2029/05/28,1.840000,上櫃,,DBFUFR,
B801AT　P14中鋼1,TW000B801AT8,2025/04/29,2030/04/29,2.060000,上櫃,,DBFUFR,
B801AU　P14中鋼2,TW000B801AU6,2025/09/17,2030/09/17,1.890000,上櫃,,DBFUFR,
B801AV　P15中鋼1A,TW000B801AV4,2026/01/06,2031/01/06,1.790000,上櫃,,DBFUFR,
B801AW　P15中鋼1B,TW000B801AW2,2026/01/06,2033/01/06,1.820000,上櫃,,DBFUFR,
B81706　P10聯上發2,TW000B817063,2021/06/25,2026/06/25,0.570000,上櫃,,DBFSFR,
B81707　P10聯上發3,TW000B817071,2021/10/14,2026/10/14,0.570000,上櫃,,DBFSFR,
B81708　P10聯上發4A,TW000B817089,2021/11/01,2026/11/01,0.570000,上櫃,,DBFSFR,
B81709　P10聯上發4B,TW000B817097,2021/11/01,2026/11/01,0.570000,上櫃,,DBFSFR,
